CustID,TotalOrders,TotalReturns,AOV,ARV,AccountAge,Rwinabuse,Rhighvalueabuse,Rcycle,Rcategory,Rvague,Rdiversity,Rconsistency,FraudScore,RawFraudScore
CUST000022,90,37,92.25277709960938,65.91676330566406,359,2,4,8,13,22,12,25,78.87154302907042,26.725444732819227
CUST000023,108,13,88.73278045654297,122.62076568603516,630,1,2,0,10,10,8,5,53.373251820116145,18.085406180066833
CUST000024,84,0,70.05606842041016,0.0,1661,0,0,0,0,0,0,0,0.0,0.0
CUST000025,84,47,67.08499908447266,87.74980163574219,214,0,9,6,18,23,14,33,80.84120103380205,27.392858911956157
CUST000026,105,46,62.26733016967773,64.98239135742188,1212,5,9,12,18,19,14,32,88.40062917977977,29.954354115017956
CUST000027,86,17,67.3304672241211,26.74176597595215,1572,1,1,3,13,6,10,7,56.536705946842396,19.157335486654254
CUST000028,116,64,61.00620269775391,68.96859741210938,1806,4,10,18,19,36,16,48,94.81521123371037,32.1279207980391
CUST000029,105,10,108.15218353271484,141.95098876953125,1402,2,1,1,8,8,8,2,50.70660585044226,17.181819198660282
CUST000030,83,39,77.79228973388672,84.46768951416016,454,3,10,6,16,20,14,25,84.5325479205052,28.64366349142138
CUST000031,117,20,88.67521667480469,93.85350036621094,1648,0,3,1,14,13,12,8,59.96125238135877,20.31773533374368
CUST000032,85,46,75.95365142822266,70.93152618408203,1151,1,8,10,15,17,13,33,82.1802976337244,27.84660877912866
CUST000033,107,31,73.62859344482422,61.05580520629883,1674,0,5,6,14,16,12,19,71.39016472204138,24.19039654191313
CUST000034,118,56,75.31787109375,79.76249694824219,989,3,7,9,19,29,16,40,88.35931103104537,29.940353553369796
CUST000035,86,20,83.12244415283203,112.2939910888672,2000,0,7,2,12,6,10,10,62.469437629258586,21.1676282564384
CUST000036,120,24,83.91100311279297,87.44583129882812,486,0,6,5,11,12,9,15,67.39068368221648,22.835181398595825
CUST000037,120,50,59.77741622924805,34.99860000610352,769,2,7,11,19,33,15,35,86.81460920236819,29.416934817466778
CUST000038,110,18,58.37454605102539,99.57333374023438,1715,1,6,2,14,12,8,10,66.4737162437596,22.52446904713033
CUST000039,92,51,84.48152160644531,84.74823760986328,1870,4,8,12,18,26,14,37,89.45396908351367,30.311275969225083
CUST000040,96,43,87.1556167602539,82.63581848144531,991,0,5,7,19,23,15,28,77.5747805922742,26.286039701483407
CUST000041,83,19,77.24613952636719,126.30526733398438,1186,1,3,1,12,15,10,9,63.75792921141672,21.60423072730648
CUST000042,98,36,73.1841812133789,113.44306182861328,549,3,12,8,17,13,11,25,83.24747950297967,28.20822095217993
CUST000043,94,38,80.10116577148438,47.43473052978516,1772,1,5,7,18,27,13,25,79.3497547199703,26.887485687324485
CUST000044,91,1,60.68955993652344,75.91999816894531,1044,0,0,0,1,1,1,0,11.023164609008017,3.735174503055298
CUST000045,106,25,93.96905517578124,87.1587905883789,1690,4,5,0,16,16,11,14,70.2970184257458,23.819986381232425
CUST000046,118,11,53.50949478149414,33.33818054199219,784,1,1,0,8,2,8,3,42.11438279165337,14.270363765297198
CUST000047,100,32,72.32989501953125,72.71468353271484,1743,2,6,5,16,16,10,22,76.7419148706742,26.00382502737368
CUST000048,82,48,50.77914047241211,55.69645690917969,824,2,7,10,16,25,14,34,85.74154505473042,29.05332944763278
CUST000049,111,3,114.07650756835938,19.51666641235352,841,0,0,0,2,0,2,1,14.77404176033279,5.006150778622479
CUST000050,114,47,68.0611343383789,79.86382293701172,740,1,9,8,17,25,14,33,83.91065607088306,28.432936838707853
CUST000051,82,20,84.33255767822266,161.14100646972656,627,0,7,3,13,16,12,8,67.87155487847058,22.99812352050102
CUST000052,112,6,46.15955352783203,107.35333251953124,873,0,2,0,6,2,4,2,36.51638781956732,12.373495775964939
CUST000053,119,55,58.84546661376953,65.15399932861328,660,6,12,9,19,27,13,42,92.07033920455883,31.197827092547467
CUST000054,119,7,75.8260498046875,82.43143463134766,1196,1,1,0,7,4,5,2,40.459079499503844,13.70946797257649
CUST000055,114,66,69.26253509521484,74.32196807861328,1778,2,14,12,20,33,14,52,92.69026794069728,31.40788854867808
CUST000056,84,20,73.63523864746094,134.70851135253906,760,2,6,1,12,17,10,10,69.72068526386741,23.624697187260463
CUST000057,115,46,84.51417541503906,75.31913757324219,1526,2,6,7,18,24,14,32,82.91787146401103,28.09653401046886
CUST000058,92,25,93.37836456298828,109.34880828857422,1178,1,4,4,11,9,10,15,67.83952910873168,22.9872716605486
CUST000059,115,14,86.29530334472656,44.946434020996094,214,1,1,1,12,6,9,5,51.796162952659856,17.55101316901071
CUST000060,92,41,61.937599182128906,59.55511474609375,526,0,8,7,16,19,13,28,77.89895288798921,26.395884753834533
CUST000061,87,24,91.38644409179688,130.7416534423828,1364,1,5,1,16,17,12,12,69.22930261700526,23.458193283989033
CUST000062,95,43,64.65010070800781,41.8016242980957,1993,1,3,9,16,25,14,29,78.6287762947481,26.643183771616698
CUST000063,95,21,91.55316925048828,145.85379028320312,1194,0,6,2,12,10,9,12,64.0339602308319,21.697763216599924
CUST000064,102,60,62.60058975219727,77.44133758544922,1603,3,15,13,20,23,14,46,92.49510392198177,31.341757660455265
CUST000065,83,20,71.71891784667969,66.11299896240234,1308,1,1,1,14,9,10,10,58.294819110920926,19.753068172945234
CUST000066,108,19,78.49240112304688,100.87158203125,499,3,4,0,13,9,12,7,63.11786600282998,21.387346750530583
CUST000067,115,14,78.18574523925781,124.6478500366211,1817,1,3,0,10,6,7,7,53.73600434713063,18.20832405690922
CUST000068,112,28,73.33946228027344,70.98143005371094,1963,2,3,2,16,19,11,17,71.1462375909092,24.10774238286485
CUST000069,116,53,84.27508544921875,102.48848724365234,846,3,12,9,19,16,13,40,87.41620500754769,29.620784201228606
CUST000070,83,36,79.54144287109375,97.78638458251952,740,3,8,7,16,13,11,25,81.00494748648491,27.44834402868271
CUST000071,92,6,81.52098083496094,57.11333084106445,1815,0,1,0,5,5,4,2,35.94305471193439,12.179223143617783
CUST000072,117,32,93.6623077392578,111.90780639648438,1626,2,5,5,16,12,11,21,74.78255590199717,25.339900653409916
CUST000073,94,8,85.99861907958984,49.78249740600586,1290,0,1,0,7,4,7,1,36.96622690103238,12.52592273565971
CUST000074,102,16,76.387451171875,111.29999542236328,924,3,3,0,10,5,9,7,57.68965398267703,19.548009332101323
CUST000075,88,23,91.2197723388672,73.31521606445312,762,2,5,0,15,13,11,12,66.6402923479702,22.580912984904543
CUST000076,97,9,81.43989562988281,42.41111373901367,373,1,1,0,7,2,7,2,39.9588928534792,13.539980854015887
CUST000077,102,8,80.35745239257812,71.19874572753906,1185,0,2,0,5,2,4,4,38.21909160034266,12.950453117508276
CUST000078,81,48,85.03456115722656,114.4729232788086,326,4,10,8,18,23,13,35,88.72078429241118,30.062837953928103
CUST000079,95,21,77.77462768554688,54.93380737304688,1490,1,3,2,12,6,11,10,61.636781303460495,20.885484535624585
CUST000080,91,18,76.72593688964844,61.79055404663086,458,2,5,1,13,17,8,10,67.24199396674058,22.784798223363346
CUST000081,113,61,73.88106536865234,94.59081268310548,570,4,15,8,20,37,14,47,94.05617127743977,31.870721818252
CUST000082,98,36,91.7096939086914,83.36027526855469,1734,1,5,5,16,15,13,23,75.47583330811757,25.574816141179106
CUST000083,104,46,69.11528778076172,79.27153015136719,1787,2,7,9,20,26,16,30,85.52104185543662,28.978612435136093
CUST000084,120,50,79.55441284179688,54.75620269775391,1178,2,6,7,20,29,16,34,84.69260900911455,28.697899830831236
CUST000085,80,10,80.85749816894531,132.60499572753906,1240,1,1,0,9,3,6,4,44.35143270975934,15.028383092101326
CUST000086,101,0,100.31455993652344,0.0,1766,0,0,0,0,0,0,0,0.0,0.0
CUST000087,94,2,86.92830657958984,33.95500183105469,281,0,0,0,2,0,2,0,11.620479548341947,3.937573325066076
CUST000088,113,22,62.62229919433594,95.70954132080078,765,2,5,3,13,8,7,15,67.8518784240674,22.991456198238843
CUST000089,101,12,68.99969482421875,20.45416641235352,1455,1,0,1,7,6,7,5,45.00069083729359,15.248382746455178
CUST000090,108,7,62.791202545166016,79.27714538574219,766,0,3,1,5,2,4,3,41.68023992831588,14.1232554337663
CUST000091,117,62,74.67188262939453,61.54999542236328,271,2,9,12,19,40,14,48,90.83315400712749,30.778609674599572
CUST000092,96,36,87.80864715576172,133.20611572265625,1224,4,8,6,17,23,12,24,84.03334073596623,28.474508261179402
CUST000093,80,34,91.1522445678711,119.46087646484376,1908,0,8,4,17,15,12,22,74.21554552623729,25.147770464518842
CUST000094,84,45,67.40750122070312,62.066444396972656,841,3,10,4,17,28,14,31,85.98868787699838,29.13707323638053
CUST000095,106,13,63.20273208618164,141.29075622558594,876,0,3,1,8,4,8,5,50.690710179614285,17.176432986398055
CUST000096,116,5,90.3976821899414,201.7120056152344,1621,1,2,0,4,7,3,2,42.365978921450555,14.355616547272156
CUST000097,116,40,63.793190002441406,46.074745178222656,301,1,6,2,18,21,14,26,76.38485523860392,25.88283617516246
CUST000098,82,39,59.26963806152344,56.61922836303711,1846,1,8,7,18,18,13,26,80.53060399394734,27.287613804481154
CUST000099,81,47,51.639137268066406,52.60935974121094,445,2,8,9,17,32,14,33,87.06438371279383,29.501570347820063
CUST000100,111,13,53.69540786743164,31.31846237182617,693,1,1,0,12,6,9,4,48.49289425987527,16.43170801158368
CUST000101,88,19,85.13874816894531,74.13947296142578,1815,1,3,2,11,11,8,11,62.92632841053205,21.32244466873248
CUST000102,95,1,78.19263458251953,29.989999771118164,683,0,0,0,1,0,1,0,7.145870081534455,2.421361984278227
CUST000103,83,10,107.13036346435548,62.8969955444336,1460,1,1,0,9,10,8,2,47.24732479170459,16.009649602377547
CUST000104,111,11,57.53946685791016,115.61727905273438,1847,0,2,1,9,8,8,3,49.66738802622089,16.829682579292356
CUST000105,116,5,70.2082748413086,108.44801330566406,1019,1,1,0,5,2,4,1,34.86763157162609,11.814818434429947
CUST000106,88,47,57.1592025756836,50.43148422241211,1878,1,10,5,18,21,12,35,82.36121777339008,27.907913161013354
CUST000107,91,28,90.18757629394533,73.96714782714844,918,1,2,1,15,17,11,17,66.31609865684537,22.47106068276698
CUST000108,97,27,95.33412170410156,96.7751922607422,227,2,3,1,14,16,13,14,69.17332334364721,23.439224833279727
CUST000109,105,0,87.24761199951172,0.0,580,0,0,0,0,0,0,0,0.0,0.0
CUST000110,107,54,107.41336822509766,141.41650390625,773,3,10,10,19,31,15,39,90.4288426881806,30.641609694703327
CUST000111,86,38,69.53546142578125,70.6978988647461,1494,0,5,6,19,26,14,24,76.70014018335938,25.989669768655695
CUST000112,113,41,59.13937759399414,54.89048767089844,596,4,5,6,18,26,15,26,83.49422483859958,28.29183005347214
CUST000113,108,39,79.05787658691406,70.2684555053711,1178,3,6,4,17,25,14,25,81.48443839163546,27.61081844205595
CUST000114,113,42,74.01636505126953,53.1447639465332,1335,1,4,6,17,26,14,28,78.49386125817593,26.597468115309493
CUST000115,81,48,90.05098724365234,100.6589584350586,504,5,12,7,19,30,13,35,91.03238786585143,30.846119618943764
CUST000116,115,25,57.73443984985352,35.507999420166016,1292,0,3,3,13,9,10,15,62.392453500354954,21.141542357731435
CUST000117,80,34,90.34549713134766,78.47147369384766,627,1,4,6,14,16,13,21,74.9731775318362,25.404492363391615
CUST000118,113,10,37.653804779052734,46.97299957275391,1961,0,3,0,7,4,6,4,44.97723245998142,15.240433928132365
CUST000119,108,38,85.46138763427734,56.54946899414063,1668,4,6,7,18,13,10,28,80.0430465986816,27.12240607909851
CUST000120,108,7,72.39545440673828,37.07428359985352,1300,1,0,0,5,4,4,3,35.34727610581443,11.977344904656661
CUST000121,106,44,105.33914947509766,90.7197723388672,412,1,4,7,18,19,12,32,78.02518345012024,26.43865769553522
CUST000122,82,16,106.75316619873048,138.16751098632812,2008,0,3,1,8,7,10,6,54.78623079046574,18.564190922071887
CUST000123,92,31,86.60076141357422,66.22644805908203,333,4,4,4,14,18,10,21,76.62008858579482,25.962544465101068
CUST000124,111,10,68.08009338378906,81.5050048828125,1934,0,3,0,8,1,6,4,41.14659315763482,13.94243042731971
CUST000125,112,8,48.66204833984375,52.709999084472656,1247,0,1,0,5,2,5,3,35.649136474902264,12.079629610917724
CUST000126,108,17,93.88574981689452,149.64234924316406,671,2,5,1,13,8,9,8,63.87589170156677,21.644202051436512
CUST000127,91,29,79.99076843261719,80.09000396728516,1790,3,6,1,16,12,14,15,73.15998199934394,24.79009514061184
CUST000128,115,26,76.33991241455078,70.53614807128906,1004,0,8,3,14,8,7,19,66.26594440772962,22.454066028403936
CUST000129,93,5,103.88043975830078,24.19000244140625,1392,0,0,0,4,1,4,1,23.248486065493314,7.87769714656212
CUST000130,89,18,71.833251953125,48.54777908325195,847,1,2,0,14,5,10,8,54.54105570540582,18.481113896645642
CUST000131,116,16,52.695777893066406,50.05437469482422,1411,0,4,0,12,10,10,6,55.09905726665589,18.67019146902836
CUST000132,106,14,54.345947265625,29.81857109069824,1318,0,1,0,11,5,8,6,45.50227643759467,15.41834389752184
CUST000133,105,53,74.44876098632812,59.976036071777344,1124,2,8,8,19,33,14,39,87.26236451782695,29.56865569774306
CUST000134,95,7,84.39190673828125,32.40285873413086,1135,0,0,0,6,1,5,2,27.81429705651894,9.42481191844098
CUST000135,96,31,78.5226058959961,72.98580932617188,1029,2,5,5,16,21,13,18,77.39125186004847,26.223851403884417
CUST000136,91,24,56.85527420043945,61.27458190917969,1464,0,8,4,12,11,10,14,68.58564858748703,23.240092565627204
CUST000137,97,50,70.86669921875,54.42379760742188,1578,3,6,8,19,28,14,36,86.1221885506533,29.18230963899844
CUST000138,91,34,81.38582611083984,43.8844108581543,870,2,4,5,15,19,11,23,76.09103898552013,25.783277199493625
CUST000139,84,11,47.420597076416016,35.77000045776367,747,0,1,2,8,7,7,4,48.07839812690321,16.291256930391707
CUST000140,105,14,75.40428161621094,85.97284698486328,712,1,4,0,10,5,8,6,54.31639105631229,18.404986786256103
CUST000141,90,4,81.80599212646484,258.0975036621094,319,0,1,0,4,1,4,0,26.629497501719683,9.02334525752393
CUST000142,84,43,66.47237396240234,85.45394897460938,1639,4,10,5,19,27,15,28,87.5386012876136,29.662257905086516
CUST000143,101,40,61.303470611572266,53.75749969482422,1164,3,8,7,17,18,11,29,82.61169537056979,27.99278693072987
CUST000144,97,29,70.71371459960938,91.2665557861328,557,2,5,4,15,19,14,15,75.98114418571822,25.746039594069224
CUST000145,83,32,82.66759490966797,57.07781219482422,1797,2,6,4,17,14,11,21,76.06023970937409,25.77284093413302
CUST000146,95,2,79.918212890625,48.88999938964844,1896,0,0,0,2,1,2,0,14.841124650374502,5.028881664839156
CUST000147,95,5,81.8739013671875,121.8040008544922,1247,0,1,0,4,3,4,1,32.21085356794913,10.914575191078312
CUST000148,86,10,58.91384506225586,23.67799949645996,1248,0,0,0,9,4,9,1,34.82100311701793,11.799018487595538
CUST000149,104,17,65.56519317626953,102.28235626220705,1848,2,3,0,12,9,8,9,59.52788184955463,20.17088870501353
CUST000150,87,34,82.8248291015625,92.79146575927734,1002,5,8,3,15,11,12,22,79.26009416217663,26.85710440923607
CUST000151,106,39,68.18009948730469,97.698974609375,963,2,10,4,20,21,15,24,82.71138759155885,28.026567415300242
CUST000152,98,32,88.75428771972656,149.83999633789062,257,2,7,4,18,27,15,17,80.52291757496245,27.285009278718313
CUST000153,95,26,54.71652603149414,79.86614227294922,1675,1,3,3,17,14,12,14,69.26156171410717,23.469124206392948
CUST000154,118,63,85.03533935546875,77.00334930419922,1723,5,8,11,20,29,12,51,91.13295762105305,30.88019745400581
CUST000155,103,30,85.85816192626953,72.77267456054688,1690,2,6,5,18,25,13,17,78.66623940740938,26.655878062973205
CUST000156,89,48,65.21809387207031,65.74750518798828,321,3,9,10,19,21,12,36,87.05924087402262,29.49982770848436
CUST000157,118,17,60.553558349609375,106.3441162109375,1940,0,4,0,12,11,11,6,56.43607525768902,19.123237004259877
CUST000158,81,7,66.46839141845703,26.70285987854004,926,0,0,0,6,3,6,1,30.254703744579892,10.251738228774942
CUST000159,108,1,72.37518310546875,79.19000244140625,1110,0,0,0,1,0,1,0,7.704748833730577,2.6107367908375365
CUST000160,91,4,61.21571731567383,25.69499969482422,764,0,0,1,3,0,3,1,21.215700776311515,7.188892429254988
CUST000161,88,38,51.08033752441406,39.54420852661133,1450,1,6,4,17,19,12,26,77.17367251897758,26.15012513416189
CUST000162,92,55,72.86707305908203,64.74054718017578,1532,5,12,10,20,29,14,41,92.69470371137241,31.409391599581774
CUST000163,101,33,62.132083892822266,46.06060791015625,1135,1,3,5,13,19,11,22,72.67638503883026,24.626229399625842
CUST000164,117,7,71.42718505859375,42.10000228881836,1726,0,1,0,6,5,5,2,37.05027470265278,12.554402143959015
CUST000165,109,43,74.99834442138672,76.20604705810547,1873,1,8,6,17,13,10,33,78.17609968870624,26.489795323109323
CUST000166,109,20,59.01935958862305,47.735496520996094,1277,0,2,1,12,5,8,12,54.06353044614629,18.31930553795584
CUST000167,109,45,72.65570068359375,68.84600067138672,1718,2,9,9,19,21,15,30,85.09811809993735,28.83530567303019
CUST000168,92,27,68.49575805664062,61.432220458984375,675,3,2,1,14,12,10,17,67.25784691238061,22.790169958291862
CUST000169,89,19,68.00527954101562,54.82526779174805,468,0,4,2,12,4,9,10,57.51850555222059,19.490016071875814
CUST000170,109,61,76.86203002929688,70.20951080322266,1803,3,8,13,20,31,15,46,90.87672787783029,30.793374582556723
CUST000171,83,33,52.07951736450195,47.189697265625,1339,2,7,1,17,14,12,21,74.44612366299715,25.22590134688665
CUST000172,101,4,72.9999008178711,38.38500213623047,278,1,0,0,3,2,3,1,27.239114577260317,9.229912630683335
CUST000173,84,46,64.78594970703125,62.047607421875,1818,5,11,8,18,23,14,32,89.36452540836268,30.280968181331716
CUST000174,97,1,70.95989990234375,9.979999542236328,1760,0,0,0,1,0,1,0,6.4011176165841785,2.169004288748886
CUST000175,91,15,47.61956024169922,44.62666702270508,453,1,3,0,10,7,8,7,55.13307173512635,18.681717195067325
CUST000176,89,13,61.07831573486328,102.0869140625,368,0,4,0,10,5,8,5,50.94077528721478,17.2611669849496
CUST000177,106,4,59.39414978027344,65.67749786376953,1665,0,1,0,4,1,3,1,27.292206781967845,9.247902804682234
CUST000178,116,41,75.41069030761719,80.63341522216797,701,4,8,9,16,20,13,28,85.06970505599816,28.825677977078968
CUST000179,100,9,49.66669845581055,73.3933334350586,637,1,2,0,9,4,7,2,45.80755243732415,15.521785982533657
CUST000180,89,31,55.62269592285156,25.94806289672852,1992,1,1,5,16,22,14,17,69.821817130798,23.65896549261597
CUST000181,84,17,94.00559997558594,48.1558837890625,1366,0,3,3,11,7,9,8,57.846913477396136,19.601296357730803
CUST000182,101,28,77.73307800292969,93.98999786376952,656,0,6,5,15,15,13,15,71.18935120164548,24.122351332768876
CUST000183,102,43,71.74891662597656,104.99115753173828,1273,4,10,8,17,23,14,29,87.44815767410314,29.631611290331954
CUST000184,120,25,71.56483459472656,72.52639770507812,800,3,4,2,15,10,11,14,69.7716787150872,23.64197620336654
CUST000185,115,33,77.24739074707031,82.9227294921875,1804,2,6,3,16,18,13,20,76.5066998643261,25.92412295218835
CUST000186,87,51,88.59424591064453,101.8305892944336,327,1,6,8,19,31,13,38,84.29022699431921,28.561553591301863
CUST000187,109,45,89.68073272705078,90.51066589355467,1853,3,7,6,17,19,12,33,82.85934210466924,28.07670146886688
CUST000188,81,16,82.40444946289062,60.06812286376953,1574,1,3,2,10,8,8,8,59.9840233727613,20.32545123289904
CUST000189,83,32,121.27072143554688,137.046875,1558,0,6,6,17,10,10,22,71.24781110147669,24.14216033817212
CUST000190,84,15,73.9990463256836,60.07066345214844,1237,0,2,0,12,5,8,7,49.41728720071049,16.744936477807478
CUST000191,113,33,96.31566619873048,68.28697204589844,1424,1,4,5,16,19,11,22,74.01466100120628,25.079701195613886
CUST000192,118,65,80.64863586425781,72.89816284179688,1387,2,11,15,17,20,12,53,88.99331984527954,30.155186012254116
CUST000193,112,17,66.92455291748047,48.01411819458008,1656,1,2,2,12,8,8,9,58.69216328520225,19.8877073515619
CUST000194,105,44,96.2026596069336,111.32455444335938,773,1,9,6,17,19,13,31,81.3973991848679,27.58132540285932
CUST000195,89,4,58.268531799316406,37.0625,1895,0,1,0,4,0,3,1,24.04131026609714,8.146343841457762
CUST000196,109,2,91.64724731445312,21.989999771118164,1838,1,0,0,2,3,2,0,22.01942208485516,7.461231584635217
CUST000197,106,58,83.30859375,87.40949249267578,338,1,10,10,20,24,15,43,87.11752026355116,29.519575548378064
CUST000198,86,49,72.15139770507812,77.37244415283203,1739,3,8,9,20,23,11,38,86.62659496925887,29.353226617994956
CUST000199,117,9,85.74435424804688,56.27999877929688,1061,1,1,0,9,6,8,1,42.95363535020981,14.554742604726144
CUST000200,106,24,75.81556701660156,33.35499954223633,1888,1,2,2,14,11,9,15,63.233960364026245,21.426685063371746
CUST000201,114,0,73.77227783203125,0.0,1503,0,0,0,0,0,0,0,0.0,0.0
CUST000202,82,16,82.24560546875,75.24436950683594,355,1,4,1,9,9,8,8,60.34490777042915,20.44773609831944
CUST000203,106,4,58.802734375,44.9900016784668,1893,1,1,0,4,2,4,0,31.09772631361794,10.537394527765333
CUST000204,84,36,71.02274322509766,91.69805908203124,682,3,7,4,16,22,12,24,81.32014488749934,27.55514795817645
CUST000205,100,33,94.61820220947266,53.79817962646485,662,0,3,6,15,18,14,19,70.66143194171573,23.943467080441735
CUST000206,97,42,90.81999969482422,106.85643005371094,1953,0,9,8,17,12,12,30,76.96556167377493,26.079607242940796
CUST000207,98,42,83.20907592773438,103.99119567871094,1523,1,8,7,17,20,13,29,81.27818584477853,27.540930231044328
CUST000208,112,32,92.01329803466795,99.8784408569336,1754,3,6,4,16,14,12,20,77.041792415941,26.105437858248408
CUST000209,83,9,79.18903350830078,134.85223388671875,1447,0,1,0,7,3,5,4,39.48556078355305,13.379593348088434
CUST000210,114,7,62.922454833984375,91.94142150878906,353,2,3,0,5,4,5,2,46.68716384082577,15.819840325682181
CUST000211,107,63,77.15233612060547,84.8773193359375,364,2,11,12,19,38,15,48,92.20240677190425,31.24257789031983
CUST000212,84,35,81.55298614501953,82.78856658935547,1765,1,8,6,15,19,11,24,78.70796015449766,26.670015044166902
CUST000213,80,27,70.11162567138672,93.03073120117188,521,2,5,4,15,9,11,16,72.38767337162122,24.528400101384882
CUST000214,100,22,94.62060546875,84.83454132080078,1960,1,4,1,14,12,10,12,64.98441019915754,22.019821047907143
CUST000215,90,32,46.43400192260742,51.85718536376953,1925,1,9,8,14,9,9,23,75.60228262510488,25.617663207470194
CUST000216,100,8,82.75279235839844,158.99374389648438,930,1,2,1,6,1,5,3,43.26976443447123,14.66186223298993
CUST000217,115,14,83.236083984375,109.3764190673828,307,0,5,1,11,8,9,5,56.42848015924806,19.120663422257692
CUST000218,96,15,79.32604217529297,95.68466186523438,907,1,3,1,10,6,8,7,56.955970395076534,19.2994023007343
CUST000219,89,30,50.87932205200195,56.12166213989258,1514,4,6,4,14,18,12,18,78.7039742057692,26.668664414416817
CUST000220,104,19,97.64952087402344,96.66368103027344,427,2,5,2,14,10,10,9,67.11047141965103,22.74023210447728
CUST000221,82,34,60.21304702758789,65.8691177368164,939,0,7,7,13,16,10,24,74.288759217984,25.17257875908639
CUST000222,106,36,64.40594482421875,46.84916687011719,797,5,7,2,17,21,13,23,80.6122719579954,27.315286810178577
CUST000223,92,18,100.4499969482422,88.43722534179688,1055,0,2,1,12,9,8,10,55.736708987000604,18.886258318444234
CUST000224,113,24,89.2153091430664,97.257080078125,907,1,4,1,15,20,11,13,68.09485613677839,23.07378864899324
CUST000225,115,11,60.93686676025391,43.98908996582031,1450,1,2,0,8,7,7,4,49.305674487432505,16.707116761270534
CUST000226,103,53,93.24749755859376,107.52376556396484,971,3,10,8,20,27,14,39,88.96990456240836,30.14725179638558
CUST000227,117,51,82.79863739013672,111.91529846191406,747,3,9,9,18,21,13,38,86.90778849489742,29.44850841089597
CUST000228,89,20,107.92282104492188,160.67198181152344,1171,1,5,1,16,9,10,10,64.76571709174578,21.945717380968272
CUST000229,85,13,65.79047393798828,40.19845962524414,914,1,2,0,11,4,8,5,49.887097003837575,16.904130471562382
CUST000230,82,15,92.06195068359376,152.093994140625,1213,0,4,1,11,9,8,7,57.29131487879792,19.413033023831076
CUST000231,116,5,62.01171875,25.919998168945312,256,0,0,1,4,2,4,1,27.950129678386666,9.470838496459136
CUST000232,82,34,37.19499969482422,36.05706024169922,607,1,4,7,16,14,12,22,74.97188240699657,25.404053513256397
CUST000233,94,41,50.57330322265625,44.16536712646485,1669,1,8,7,15,21,13,28,80.87116155782137,27.40301096804754
CUST000234,95,15,69.0002212524414,32.2400016784668,1971,2,2,4,9,9,9,6,60.962871490415985,20.657131713152385
CUST000235,99,25,61.13131332397461,59.39519500732422,1484,2,4,1,15,9,10,15,66.92997838660852,22.67907244670998
CUST000236,115,45,76.2850341796875,65.78466033935547,1803,0,9,10,18,18,12,33,79.39102270037675,26.901469249547695
CUST000237,114,54,89.32911682128906,104.23538970947266,765,2,7,11,20,40,16,38,89.10419380508185,30.192755403839538
